Name,SpT,Temperature,Vmag,Jmag
3943232534138172672,,4006.371826171875,9.44126442141533,
2395031273585836288,,4036.313720703125,8.587043935575485,
1234693112077610880,,4049.166259765625,9.209975299782753,
6260386975385254656,,4101.45458984375,8.889188472819328,
5073448642595674752,,4130.81005859375,9.12749900317192,
6721432232656218752,,4235.400390625,8.344812724895478,
4819591920506512768,,4265.9111328125,9.031418509688377,
4364527594192166400,,4311.11572265625,7.695864108662605,
5970189332424492160,,4334.82861328125,8.499015117764474,
4843073709303881728,,4336.9189453125,8.834761856145859,
1872046609345556480,,4353.74365234375,5.201188774409294,
3498481519515679872,,4372.12890625,8.867176625943184,
4109034455276324608,,4381.2255859375,6.2935548302936555,
4706630501049679744,,4398.775390625,8.455076312074661,
6490470881687779968,,4399.552734375,8.89879740869999,
6604147121141267712,,4463.10888671875,6.451090375370979,
3256334497479041024,,4465.0986328125,8.047439370741845,
3052753116376444800,,4507.94970703125,8.34030846391201,
4503794795019024000,,4542.21875,7.943171486196518,
1453180404823190912,,4545.7685546875,8.012771421451568,
3394298532176344960,,4546.19287109375,7.913119626612663,
4879850208590379904,,4548.95166015625,8.108486263890267,
6412595290592307840,,4560.30322265625,4.673483854799271,
6748283784056800384,,4570.5166015625,8.397654054045677,
3101923001490347392,,4572.6220703125,6.561050633091926,
5630532113072532736,,4576.8837890625,8.306259956345558,
3382815271394515072,,4580.88330078125,8.066320527038574,
6229442835525861120,,4655.4111328125,7.790173266768456,
1605198298364601088,,4666.703125,7.215737857379914,
3852570413083923072,,4669.3193359375,7.181220195178986,
1408029509584967168,,4736.8271484375,7.796362249541283,
1408029436569383296,,4738.49658203125,7.912865396504402,
2322574488107786624,,4759.7451171875,7.894557420854569,
1176209886733406592,,4759.7763671875,7.451540219140052,
2904830113367963264,,4791.33349609375,7.684235645537377,
2964001014514075520,,4794.67236328125,6.134750848455429,
892215482207937152,,4814.08203125,7.702320472612381,
5031808453624044800,,4815.10498046875,7.13690596570015,
2163558855915068416,,4818.72509765625,7.691212142190933,
5107106033552702208,,4823.173828125,7.068928769321442,
5528866839863569024,,4851.40771484375,6.528652726726532,
2552925644460225152,,4859.28955078125,5.708550517215729,
3936909723803146368,,4876.5400390625,6.533892025775909,
