source_id,source_id_dr2,source_id_dr3,RA,DEC,V_mag,Phot G Mean Mag,Phot BP Mean Mag,Phot RP Mean Mag,BP-RP,Parallax,T_eff [K],Mass [M_Sun],Luminosity [L_Sun],Radius [R_Sun],HZ_limit [AU],RV precision [m/s],HZ Detection Limit [M_Earth],Density [Solar unit],logg_gaia,Gaia Spectral type,HD Number,GJ Number,HIP Number,Object Type,Stellar Parameter Source,SIMBAD Spectral Type,Readable Spectral Type (experimental),Distance [pc],V_mag_group
4430238051199001216,4430238051199001216,4430238051199001216,236.6098890459251,7.352758689332476,4.246856212615967,4.246856212615967,4.570348262786865,3.787848234176636,0.7825000286102295,83.921443569609,5888.436294945624,1.0560429,2.06265,1.3603567,1.923464869595713,0.06143092927529021,0.9792117014799863,0.4194914960754469,,,HD 141004,GJ 598,77257,HighPM*,GAIA,G0-V,G0V,11.91590560725455,Bright
4315804351350378496,4315804351350378496,4315804351350378496,291.2457765680834,11.9472711233531,4.971371650695801,4.971371650695801,5.349818229675293,4.445603370666504,0.9042148590087891,67.01526888035684,5465.647,0.9361322,1.6658847,1.4097991,1.780160432214876,0.0716560227073217,1.034564515047056,0.3340915542427599,4.1026,G,HD 182572,GJ 759,95447,HighPM*,GAIA,G7IVHdel1,G7IV,14.92197251025452,Bright
3575733210781078016,3575733210781078016,3575733210781078016,180.1856293061816,-10.44827200397585,5.355077266693115,5.355077266693115,5.731156826019287,4.805628299713135,0.9255285263061523,78.33591471044681,5510.1235,0.8837685,0.859334,1.0129887,1.274556835651582,0.08729571974562657,1.036211891398288,0.8502070770360188,4.3911,G,HD 104304,GJ 454,58576,SB*,GAIA,G8IV,G8IV,12.76553677449611,Bright
5726982995343100928,5726982995343100928,5726982995343100928,124.6010488393659,-12.63656179358332,5.755219459533691,5.755219459533691,6.13964319229126,5.203418254852295,0.9362249374389648,79.49527095617434,5361.131,0.8726523,0.597206,0.8927628,1.073728013213964,0.09772240863258282,1.057958687357421,1.226402369197755,4.4575,G,HD  69830,GJ 302,40693,HighPM*,GAIA,G8:V,G8,12.57936463354278,Dim
3263836568394170880,,3263836568394170880,54.21723179468776,0.3995245948754849,4.141093254089355,4.141093254089355,4.433638572692871,3.675843477249146,0.7577950954437256,71.83697877936342,5905.6396,1.1426563,3.1089187,1.6292245,2.358674017254114,0.05889773285453719,1.081426383332846,0.2642243398515706,4.1053,F,HD  22484,GJ 147,16852,HighPM*,GAIA,F9IV-V,F9IV-V,13.92040724696053,Bright
4722135642226902656,4722135642226356736,4722135642226902656,49.56622620807744,-62.5034842270098,5.07960844039917,5.07960844039917,5.379741668701172,4.594065189361572,0.7856764793395996,83.06064664354982,5765.0996,0.997309,0.99848723,1.0010624,1.349644480429982,0.08585392268891817,1.114015996315207,0.9941371187539264,4.3518,G,HD  20807,GJ 138,15371,**,GAIA,G1V,G1V,12.03939579583873,Bright
5117974602912370432,5117974602912370432,5117974602912370432,34.74269374763958,-25.94371112925351,6.147863864898682,6.147863864898682,6.518683910369873,5.598161220550537,0.9205226898193359,77.91401913043707,5357.897,0.79,0.44263253,0.7770072,0.92459756817239,0.1169016179159743,1.117422361734143,1.684038290222404,4.5651,G,HD  14412,GJ 95,10798,HighPM*,GAIA,G8V,G8V,12.83466070882423,Dim
4722111590409480064,4722111590409480064,4722111590409480064,49.45525439342999,-62.57243254447044,5.344615936279297,5.344615936279297,5.674380779266357,4.839785575866699,0.8345952033996582,83.02397018243857,5630.648,1.0091475,0.78341115,0.9016999,1.206710890238103,0.09167902358438686,1.131502833389526,1.37647581175124,4.4134,G,HD  20766,GJ 136,15330,HighPM*,GAIA,G2.5VHdel1,G2.5V,12.04471428916949,Bright
5808612830236138368,5808612830236138368,5808612830236138368,247.1198786603902,-70.08390985846162,4.743967533111572,4.743967533111572,5.039831161499023,4.303140163421631,0.7366909980773926,82.86994368147813,5957.2573,1.0547222,1.3482832,1.0946614,1.547877264846378,0.07927615909891535,1.132887018449501,0.8040789159963871,4.2705,F,HD 147584,GJ 624,80686,SB*,GAIA,F9V,F9V,12.06710123809949,Bright
6018047019138644480,6018047019138644480,6018047019138644480,246.0058026651914,-39.19296556977697,5.215096950531006,5.215096950531006,5.537261962890625,4.72960376739502,0.8076581954956055,77.56546482061312,5723.8506,0.9714177,1.0129427,1.0234394,1.363268213112579,0.08984797285190835,1.156401682102603,0.9061907308281675,4.3984,G,HD 147513,"GJ 9559, GJ 620.1 A",80337,HighPM*,GAIA,G5V,G5V,12.89233555568468,Bright
2860924621205256704,2860924621205256704,2860924621205256704,1.655198904590879,29.02071363055181,5.878326892852783,5.878326892852783,6.250121116638184,5.33311939239502,0.9170017242431641,72.64189108452184,5405.125,0.8791604,0.6305158,0.90544045,1.099853675998959,0.1056926478506817,1.162393437900355,1.184372842821922,4.4601,G,HD    166,GJ 5,544,BYDraV*,GAIA,G8V,G8V,13.76616144032455,Dim
2980492387558410112,2980492387558410112,2980492387558410112,71.90182063625531,-16.93370305225113,5.318377017974854,5.318377017974854,5.645484924316406,4.82747745513916,0.8180074691772461,75.52889944115644,5699.0146,0.9656809,0.96576774,1.0081174,1.333443199020918,0.09325466522786466,1.183535918713181,0.94254112753729,4.3584,F,HD  30495,GJ 177,22263,BYDraV*,GAIA,G2.5IV-V,G2.5IV-V,13.23996519741542,Bright
2853900872207888768,2853900872207150720,2853900872207888768,0.5466960564268589,27.07764869795461,5.59587574005127,5.59587574005127,5.911562919616699,4.982545375823975,0.9290175437927246,81.17903537377352,5470.158571882718,0.9626699,0.889294,1.1037116,1.300233921808833,0.09573618983673095,1.197932611991164,0.7159959600333237,,F,HD 224930,"GJ 914 B, GJ 914 A",171,SB*,GAIA,G5VbFe-2,G5V,12.31845137597027,Dim
6508776375901968640,6508776375901968640,,334.5682592612844,-53.62978547970057,5.210835456848145,5.210835456848145,5.558455944061279,4.759548187255859,0.7989077568054199,71.34293388599237,5780.66,0.9820968,1.1821582,1.0838945,1.466963109333895,0.09177873625991573,1.232070702796847,0.7712465925797362,4.3,G,HD 211415,"GJ 853.0, GJ 853 A",110109,HighPM*,GAIA,G0V,G0V,14.01680510641773,Bright
4079684229322231040,4079684229322231040,4079684229322231040,279.722148569977,-21.05255555408361,5.679285526275635,5.679285526275635,6.020049095153809,5.162708282470703,0.8573408126831055,76.74052986202392,5610.480696655709,0.960087,0.6832166,0.89115345,1.12849614377022,0.1060209558978352,1.234252123540229,1.356604055150243,,,HD 172051,GJ 722,91438,**,GAIA,G6V,G6V,13.0309238390451,Dim
4345775217221821312,4345775217221821312,4345775217221821312,243.90633606006,-8.371641161548801,5.327651023864746,5.327651023864746,5.654931545257568,4.837854385375977,0.8170771598815918,70.73714672122247,5678.4277,1.0083778,1.0749472,1.0235711,1.408815170820341,0.09284537153286876,1.237672386472772,0.9403060490214101,4.3571,F,HD 146233,GJ 616,79672,HighPM*,GAIA,G2Va,G2V,14.136843884035,Bright
5902750168276592256,5902750168276592256,5902750168276592256,230.4397756821488,-48.31885569587278,5.482170104980469,5.482170104980469,5.811648845672607,4.974900245666504,0.8367486000061035,67.84669435693799,5620.91,0.94079065,1.0413179,1.0581557,1.392180965178254,0.09726235839645561,1.244933048070707,0.7940434459215121,4.3504,G,HD 136352,GJ 582,75181,HighPM*,GAIA,G2-V,G2V,14.73911160268253,Bright
4423865487962417024,4423865487962417024,4423865487962417024,236.0073885996745,2.514558619403979,5.700447559356689,5.700447559356689,6.040486812591553,5.187979221343994,0.8525075912475586,67.60073784021641,5579.6113,0.9887707,0.84080666,0.9413953,1.254607462405295,0.1056122764309012,1.315597361564894,1.185166893634851,4.3809,,"HD 140538A, HD 140538","GJ 9527 A, GJ 9527, GJ 596.1",77052,HighPM*,GAIA,G2.5V,G2.5V,14.79273794856554,Dim
6854626246593473792,6854626246593473792,6854626246593473792,310.0514064479976,-23.77181575077584,6.179915428161621,6.179915428161621,6.542906284332275,5.640710353851318,0.902195930480957,68.15574658958347,5457.578467100084,0.9262577,0.5525801,0.84627837,1.0258429501859,0.1245391263988588,1.357747839775343,1.528241921070437,,G,HD 196761,GJ 796,101997,HighPM*,GAIA,G7.5IV-V,G7.5IV-V,14.67227710117747,Dim
