source_id,source_id_dr2,source_id_dr3,HD Number,GJ Number,HIP Number,RA,DEC,V_mag,Phot G Mean Mag,Phot BP Mean Mag,Phot RP Mean Mag,BP-RP,Parallax,Distance [pc],T_eff [K],Mass [M_Sun],Luminosity [L_Sun],Radius [R_Sun],HZ_limit [AU],Orbital Period [days],Yearly_Observable_nights,K_σ_RV_total [m/s],HZ Detection Limit [M_Earth],K_σ_photon [m/s],HZ Detection Limit (σ_photon) [M_Earth],σ_photon [m/s],σ_p-mode [m/s],σ_granulation [m/s],σ_supergranulation [m/s],"σ_RV,total [m/s]",Density [Solar unit],logg_gaia,log_rhk,activity_noise_floor [m/s],rhk_source,Gaia Spectral type,Object Type,Stellar Parameter Source,SIMBAD Spectral Type,Readable Spectral Type (experimental),HWO_match,LOPS2_match,TESS_confirmed_match,TESS_candidate_match,sum_score
Gaia DR3 6427464123776727168,6427464325637241728,6427464123776727168,HD 190248,GJ 780,99240,302.1950398892303,-66.18709128441725,3.618788456735611,3.364138126373291,3.846358299255371,2.827079772949219,1.019278526306152,163.9544145383167,6.099256325704463,5437.5474,0.98,1.2535083,1.2615935,1.127316028747099,441.569174409346,235,0.08147972183872676,0.9578365648293269,0.01287498503896266,0.1513521544214157,0.06568999238819972,0.6827936599692225,0.3922330238834539,0.9446573127763667,0.4157210506405245,0.4880538549496394,4.3012,-4.99181011958,1.26939037643954,HD_number_match,G,PM*,GAIA,G8IV,G8IV,1,0,0,0,1.0
Gaia DR3 4729947569262040960,4729947569262040960,4729947569262040960,HD 21693,,16085,51.8041128589828,-58.32325942804631,7.768190860748291,7.768190860748291,8.141289710998535,7.223140716552734,0.9181489944458008,30.01991698888146,33.31121802803026,5402.218,0.90821725,0.6465308,0.89741087,0.8107592058142078,279.7603885767356,267,0.1000167389910016,0.9598856590590444,0.08021714735796419,0.7698640261253019,0.4364780011805154,0.5157026093599496,0.3049488241439763,0.7344413122026094,0.5442116524610057,1.256654148511164,4.4404,-5.25210510099,0.4693594133181215,HD_number_match,G,PM*,GAIA,G9IV-V,G9IV-V,0,0,1,0,1.0
Gaia DR3 2619706544757416192,2619706544757416192,2619706544757416192,HD 210277,GJ 848.4,109378,332.3748236763796,-7.550658877487583,6.358985424041748,6.358985424041748,6.727650165557861,5.818857192993164,0.9087929725646973,46.85150969408483,21.34402939263777,5446.0796,0.8910342,0.9615609,1.0918679,0.9870102983551774,379.3836426454296,227,0.09153449992533173,0.9600610209506758,0.0464495146373138,0.4871864540882423,0.2329744788392354,0.6297326029758291,0.377537577141192,0.9092646752769847,0.4591049569069822,0.6845167484937132,4.3153,-5.08189642376,0.8996051573895618,HD_number_match,G,PM*,GAIA,G8V,G8V,0,0,1,0,1.0
Gaia DR3 3131777319158581376,3131777319158581376,3131777319158581376,HD 46375,,31246,98.30309186643743,5.462493694254457,7.898708707118034,7.707163333892822,8.12588882446289,7.122268199920654,1.003620624542236,33.8797560667941,29.51615112070155,5154.5796,0.8311285,0.5442598,0.8897931,0.7512014536216801,260.8217501918693,207,0.1096261967000366,0.9687966755612029,0.08493129750034163,0.7505610989549455,0.4069236303882157,0.4819146144995276,0.313001545117632,0.7538355531061286,0.5252420634060381,1.179780120395783,4.4606,-4.98784650553,1.288768168465674,HD_number_match,K,PM*,GAIA,G9V,G9V,0,0,1,0,1.0
Gaia DR3 4708607629114652032,4708607629114652032,4708607629114652032,HD 4308,GJ 31.5,3497,11.16531259630402,-65.65281899170009,6.388048648834229,6.388048648834229,6.713316440582275,5.885811328887939,0.8275051116943359,45.3558843976139,22.04785582469225,5591.0547,0.9130676,1.021169,1.0710543,1.011217729114349,388.6501230525101,238,0.09098316587262584,0.9777793109060164,0.04913684621528328,0.5280646279086,0.2523461415622183,0.6503732600270722,0.3747202482041666,0.9024793965758007,0.4672512101098442,0.7431362812050313,4.3504,-5.23237374346,0.5061270931484797,HD_number_match,G,PM*,GAIA,G6VFe-0.9,G6V,0,0,1,0,1.0
Gaia DR3 5855730584310531200,5855730584310531200,5855730584310531200,HD 111232,,62534,192.2159654417225,-68.42465224767673,7.419252395629883,7.419252395629883,7.770234107971191,6.891080856323242,0.8791532516479492,34.60940212403708,28.89388254717857,5475.771,0.8968173,0.69391084,0.92557955,0.837465196399573,295.5571195997127,231,0.1011649059001867,0.9805533996313314,0.07607273863670554,0.7373444558242765,0.3849964508948648,0.540320475689792,0.3177849843968862,0.7653560284873957,0.5119853764261902,1.131000314009517,4.4281,-4.94203877136,1.53537915291181,HD_number_match,G,PM*,GAIA,G8VFe-1.0,G8V,0,0,1,0,1.0
Gaia DR3 1809360187275432832,1809360187271699584,1809360187275432832,HD 191785,GJ 783.2,99452,302.7733874124184,16.18976911079237,7.30891014072895,7.113066673278809,7.536360740661621,6.521872997283936,1.014487743377686,48.92621072992387,20.43894233951757,5079.116,0.88,0.47007215,0.87753767,0.7001746024968,228.0927372156346,177,0.09483997034262538,0.8326105656603114,0.06698611160786123,0.5880784660277253,0.2968004293325617,0.4347514501334363,0.2767665980761518,0.6665670019731943,0.4202146271806473,1.302223015332145,4.4659,-5.08584835181,0.886118361930429,HD_number_match,K,PM*,,K0V,K0V,0,0,0,1,0.5
Gaia DR3 6697578465310949376,6697578465310949376,6697578465310949376,HD 191408,GJ 783,99461,302.8022690433109,-36.10821653736984,5.276641377577782,5.033037185668945,5.506255149841309,4.404858112335205,1.101397037506104,166.3272042796776,6.01224558742964,5011.873046875,0.7799189,0.292453,0.75729704,0.55369619861614,170.382840096564,246,0.05590485841578761,0.4108809826112414,0.02138532810193351,0.1571746154624877,0.1117194475513797,0.3644733884930068,0.2479629060143208,0.597195947818274,0.2920534989166336,1.795769813413236,,-5.04146557595,1.049946436549631,HD_number_match,,PM*,GAIA,K2.5V,K2.5V,0,0,0,0,0.0
Gaia DR3 5412947081295024896,5412947081287925504,5412947081295024896,HD 85512,GJ 370,48331,147.782210929189,-43.50488163509864,7.625186750273705,7.196407794952393,7.863672256469727,6.405837535858154,1.457834720611572,88.67366322546205,11.27730561279955,4300.0,0.6977318,0.17581,0.78265923,0.4401377807596353,127.6679774776648,271,0.07429925960497037,0.4604993956060346,0.05807119226600624,0.3599194538787674,0.3184378781210658,0.2764581187254659,0.2320102622341518,0.5587754664017709,0.4074257415999864,1.455359828131016,,-4.96613704302,1.40027233496857,HD_number_match,K,PM*,,K6Vk:,K6V,0,0,0,0,0.0
Gaia DR3 19316224572460416,19316224572460416,19316224572460416,HD 16160,GJ 105,12114,39.02838450657828,6.893339107578528,5.787130809626579,5.498319625854492,6.0191650390625,4.820521831512451,1.198643207550049,138.3400038096467,7.228567098899183,4819.47900390625,0.8,0.2870424,0.79312927,0.5525111052209908,167.6910123748102,205,0.06302975571283816,0.4686699608734895,0.02927117024959828,0.2176514577987843,0.139593301344196,0.3492978278237249,0.2442255777770155,0.5881949350665658,0.3005869463997269,1.603459718691285,,-4.95309894397,1.471823568333007,HD_number_match,,PM*,GAIA,K3V,K3V,0,0,0,0,0.0
Gaia DR3 3478127463341507072,3478127463341507072,3478127463341507072,HD 100623,GJ 432,56452,173.6193151336163,-32.82768460705796,5.92700693927288,5.73832368850708,6.154197216033936,5.150168418884277,1.004028797149658,104.6132883058554,9.559015075372868,5225.1025,0.86126095,0.3675371,0.7732181,0.6156075030837957,190.0779507425684,275,0.05767825572360077,0.4697182606556118,0.03090093431932919,0.2516500011835393,0.1706735813595617,0.397408033397545,0.2465338631761817,0.5937542290309241,0.3185714182357863,1.863068063832381,4.5879,-4.94612614616,1.511578121634981,HD_number_match,K,PM*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 5835113573101867520,5835113573101867520,5835113573101867520,HD 145417,GJ 615,79537,243.4452503826733,-57.57678559702253,7.486204287257195,7.268626689910889,7.715081691741943,6.643269538879395,1.071812152862549,73.54824313531948,13.59651784149522,4965.92431640625,0.76233464,0.20099145,0.6895932,0.4598217760560763,130.4231657187071,265,0.07132018221322134,0.472265296933161,0.0565357577208817,0.3743663515548875,0.3065655864029643,0.3071069580130522,0.2112765234263091,0.5088401555192189,0.3867342433174251,2.324699077934539,,-5.09630618239,0.8513962583321049,HD_number_match,K,PM*,GAIA,K3VFe-1.7,K3V,0,0,0,0,0.0
Gaia DR3 5914096303621755520,5914096303621755520,5914096303621755520,HD 154577,GJ 656,83990,257.5437749987619,-60.7261529768452,7.356441058626175,7.116920948028564,7.58627986907959,6.475841522216797,1.110438346862793,72.85383430610172,13.72611351927495,4866.0356,0.7,0.2271543,0.68606955,0.4906636993559398,150.0272456349903,247,0.07523976040876301,0.49316742631226,0.05502023815722778,0.3606363058530868,0.2880268149585364,0.3341245036025839,0.2471058078318637,0.5951317053488128,0.393874495542011,2.167672195328044,4.618,-5.12409896453,0.7655890599707027,HD_number_match,K,PM*,GAIA,K2.5Vk:,K2.5V,0,0,0,0,0.0
Gaia DR2 4377160604838377600,4377160604838377600,,HD 160346,GJ 688,86400,264.8197082287717,3.554823749415744,6.513840073809623,6.200440406799316,6.745635509490967,5.556586265563965,1.189049243927002,99.13913477749777,10.0868340463566,4897.033,0.78,0.28352284,0.7397425,0.54754208831518,167.5414321444642,209,0.06903380261425664,0.5045728137908184,0.04061630952047463,0.2968674012506499,0.1955785806024866,0.3544682339800501,0.2469682133657607,0.5948003216797,0.3324165412439168,1.926872109658524,,-4.85152916991,2.170009214271772,HD_number_match,G,SB*,GAIA,K3-V,K3V,0,0,0,0,0.0
Gaia DR3 3195919528989223040,3195919528988725120,3195919528989223040,HD 26965,GJ 166,19849,63.80795300602079,-7.668077815019982,4.382878216314316,4.179893970489502,4.610994815826416,3.569749355316162,1.041245460510254,199.6080124181338,5.009818934047725,5284.453125,0.8019177,0.42413774,0.8341754,0.6597642363237445,218.5553884022515,228,0.06270339880438701,0.5101012200859468,0.0172026944733387,0.1399464081204144,0.08650997334575318,0.4417957683061868,0.2828341118531587,0.6811800531718718,0.3153267278950209,1.381521552589273,,-4.92455253368,1.641507207988874,HD_number_match,G,PM*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 5107106033552702208,5107106033552702208,5107106033552702208,HD 23356,,17420,55.98205373947359,-19.11019954508799,7.068928769321442,6.820210456848145,7.299110412597656,6.174898147583008,1.124212265014648,71.75052791922663,13.93717968355234,4816.173,0.8265657,0.2948673,0.7384988,0.5600591057198606,168.3663771449152,256,0.06819663539809173,0.5189488631221812,0.04726099143164155,0.3596370646485562,0.2518661528883214,0.3484428472276465,0.2396586124430727,0.5771958173553882,0.3634376613213651,2.052239288285687,4.5112,-4.86467285719,2.063683334850034,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 5951165616611763456,5951165616611763456,5951165616611763456,HD 156274,GJ 666,84720,259.7726543146931,-46.63575837613547,5.301429271697998,5.301429271697998,5.708796977996826,4.734676837921143,0.9741201400756836,113.7513444394578,8.791104886960111,5182.5312,0.8441952,0.45831785,0.83351916,0.688592694481993,227.1252611978418,250,0.06215377494409122,0.5300003432988278,0.02373675920041456,0.2024091141099277,0.1249929419539891,0.4427715078892545,0.2820185644275369,0.6792158818945482,0.3272891264647625,1.457793859010921,4.4879,-4.94104109863,1.541245339185158,HD_number_match,F,PM*,GAIA,G9V,G9V,0,0,0,0,0.0
Gaia DR3 5835498883232034816,5835498883232034816,5835498883232034816,HD 144628,GJ 613,79190,242.4272238506283,-56.44366680941792,7.078011894307137,6.866890907287598,7.306442260742188,6.252590656280518,1.05385160446167,67.44689289916005,14.82647987202467,4986.093,0.8174492,0.32058176,0.7619096,0.5802812842939716,178.554467783006,258,0.06934406075127983,0.5341520922471541,0.04750102237386415,0.3658968080321158,0.2541272176897445,0.371491590776284,0.2483342360200703,0.5980902621264155,0.3709859775929242,1.848206256583958,4.5483,-4.98046635445,1.325640767852202,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 3210731015768096000,3210731015767419520,3210731015768096000,HD 36003,GJ 204,25623,82.10736002059835,-3.503099306330114,7.625078404002189,7.242387771606445,7.861436367034912,6.489079475402832,1.37235689163208,77.34986706396188,12.92827044128057,4440.0,0.7,0.20168027,0.7616906,0.4692925989655375,140.3329970912598,222,0.08412829030654603,0.5392857330191188,0.06498387533185515,0.4165647098623575,0.322516336437972,0.2998801097597807,0.2437532049647381,0.5870572684135735,0.4175304695495266,1.584025803819568,,-4.95194631482,1.478322263437086,HD_number_match,K,PM*,,K5V,K5V,0,0,0,0,0.0
Gaia DR3 6229442835525861120,6229442835525861120,6229442835525861120,HD 130992,GJ 565,72688,222.9139983862148,-24.30605070904718,7.790173266768456,7.489461421966553,8.022768020629883,6.801604747772217,1.221163272857666,59.63878921662309,16.76761069658454,4655.411,0.7715746,0.2413517,0.72295415,0.5096255925692075,151.262455351355,267,0.0797155968961174,0.5590670201888155,0.06401628663437124,0.4489635153691507,0.3484232289774234,0.3208509746737096,0.2362524914967954,0.5689924870283181,0.4338703028659464,2.041952602911969,4.5447,-4.85660438231,2.128319016007738,HD_number_match,K,PM*,GAIA,K3.5V,K3.5V,0,0,0,0,0.0
Gaia DR3 6614285855300051840,6614285855300051840,6614285855300051840,HD 213042,GJ 862,110996,337.3146183010141,-30.02201682027422,7.632300328040123,7.298902034759521,7.86634635925293,6.586875438690186,1.279470920562744,63.65194057756435,15.71044010482964,4598.2256,0.7419512,0.25279695,0.74846023,0.5226100553261342,160.1851433889838,249,0.08057635497468892,0.5611644678272893,0.06143069490997746,0.4278267889909743,0.3228783078875471,0.3313996112456937,0.2530017869364124,0.6093316310000083,0.4235074532055857,1.769575738741929,4.5355,-4.85182670194,2.167542765202993,HD_number_match,K,PM*,GAIA,K4V,K4V,0,0,0,0,0.0
Gaia DR3 6093381604489726848,6093381604489726848,6093381604489726848,HD 120780,GJ 531,67742,208.1452281889314,-50.92187832107624,7.362940829076767,7.140708446502686,7.59218692779541,6.505561828613281,1.086625099182129,60.82769614442495,16.43987958422215,4876.358,0.8215552,0.29902923,0.706469,0.5627482417206627,170.0967863259469,250,0.07427249779463736,0.5648192277827208,0.05487302192723575,0.4172922520626928,0.2889844209635317,0.3542052861704475,0.2413128418041765,0.5811798772581067,0.3911502230943325,2.330008041070856,4.5086,-4.93287536067,1.590109020499202,HIP_number_match,K,SB*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 5856411869205581568,5856411869205581568,5856411869205581568,HD 109200,GJ 472,61291,188.3740627007537,-68.75719762527582,7.109029698600769,6.904045104980469,7.337036609649658,6.300198078155518,1.036838531494141,61.77374693161543,16.18810659335618,5004.881,0.81235,0.36374724,0.79076594,0.6176735437818657,196.7026316933666,231,0.07626796660655383,0.604225786271679,0.05109374692778372,0.4047854005373916,0.2586402959252478,0.3961754422130556,0.2656855552284294,0.6398793252048061,0.38607404308431,1.642855324617889,4.5062,-5.20544636265,0.5609950613309779,HD_number_match,G,PM*,GAIA,K1V,K1V,0,0,0,0,0.0
Gaia DR3 3934198156329809152,3934198156329809152,3934198156329809152,HD 110315,GJ 481,61901,190.2775155828128,15.3750202761841,7.88823264585495,7.507833003997803,8.124560356140137,6.753418922424316,1.37114143371582,70.8793049316243,14.10849049612828,4520.0,0.715,0.19137284,0.7564883,0.4559248472470272,132.9627943818483,179,0.09896020162905389,0.6319259913009394,0.08107908583775031,0.5177433033518786,0.361335532338277,0.2927632856033883,0.2303949971400928,0.5548852483674308,0.4410241773999951,1.651579163854758,,-4.97541693707,1.351474589441396,HD_number_match,K,PM*,,K4.5V,K4V and K5V,0,0,0,0,0.0
Gaia DR3 3712538708114516736,3712538708114516736,3712538708114516736,HD 116442,GJ 3781,65352,200.91319573299,2.724212587821727,6.850490093231201,6.850490093231201,7.254119396209717,6.270464420318604,0.9836549758911133,60.281691403362,16.58878469929974,5149.093,0.86188763,0.3950373,0.78984517,0.6401256342667314,201.472496389625,215,0.07675971639482991,0.6376719157187948,0.05125976532468163,0.4258342043078104,0.2503306238605257,0.4075635332471324,0.2572830581426145,0.619642680571702,0.3748614058368037,1.749140708741954,4.5127,-4.97226952849,1.367831442554249,HD_number_match,K,PM*,GAIA,G9V,G9V,0,0,0,0,0.0
Gaia DR3 3712538811193759744,3712538811193759744,3712538811193759744,HD 116443,GJ 3782,65355,200.9202134382213,2.726169094369706,7.324823497924805,7.112965106964111,7.553261756896973,6.499093055725098,1.054168701171875,60.31608759578896,16.5793246853401,5132.9688,0.8252717,0.31900802,0.7587932,0.5755982845742278,175.5593737186388,215,0.08320223784802394,0.6413560924805455,0.06318426121424524,0.4870495304784744,0.3085809220070796,0.3752061268938852,0.2418397518816271,0.5824488919191138,0.4063452317838778,1.888976964516581,4.6222,-4.90793085246,1.749181135421032,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 2436812303124645504,2436812303124645504,2436812303124645504,HD 220339,GJ 894.5,115445,350.7724431425794,-10.76308682814852,7.774552190699577,7.543477058410645,8.003902435302734,6.913093090057373,1.090809345245361,52.1642879193471,19.17020321539005,4884.119,0.8156233,0.28513727,0.71417576,0.5493627062407195,164.6596589525178,230,0.08618246682469591,0.645207363286992,0.06916486280123268,0.5178046115906982,0.3493811901571154,0.3478202635474361,0.2371659864354672,0.5711925559196538,0.4353443585425826,2.239104212270826,4.5355,-4.88360344337,1.91963333954365,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 6854626246593473792,6854626246593473792,6854626246593473792,HD 196761,GJ 796,101997,310.0514064479976,-23.77181575077584,6.179915428161621,6.179915428161621,6.542906284332275,5.640710353851318,0.902195930480957,68.15574658958347,14.67227710117747,5457.57861328125,0.9262577,0.5525801,0.84627837,0.7478771422643782,245.4272250084584,240,0.07107205308965174,0.6615853842818354,0.04181045970269072,0.3891992400235356,0.215708109384195,0.4775601948130163,0.2750261198123116,0.6623752194879096,0.3666742320232201,1.528241921070437,,-4.92172697787,1.659331725494531,HD_number_match,G,PM*,GAIA,G7.5IV-V,G7.5IV-V,0,0,0,0,0.0
Gaia DR3 4079684229322231040,4079684229322231040,4079684229322231040,HD 172051,GJ 722,91438,279.722148569977,-21.05255555408361,5.679285526275635,5.679285526275635,6.020049095153809,5.162708282470703,0.8573408126831055,76.74052986202392,13.0309238390451,5610.48046875,0.960087,0.6832166,0.89115345,0.8264835305510302,280.0523838524084,239,0.0703545596903251,0.7009235327846065,0.03567090738871376,0.3553796446823336,0.183633663975279,0.5274416244117188,0.2909891132032941,0.7008206269941195,0.3621849433914197,1.356604055150243,,-4.90736141478,1.752992473570252,HD_number_match,,**,GAIA,G6V,G6V,0,0,0,0,0.0
Gaia DR3 3626268998574790656,3626268998574790656,3626268998574790656,HD 112758,GJ 491,63366,194.7527864492255,-9.833210907654898,7.512199866957665,7.326254367828369,7.739413738250732,6.734436988830566,1.004976749420166,49.82633249387094,20.06970912665524,5199.9609375,0.81430095,0.3785545,0.79967767,0.6253837423354468,200.1569490566244,237,0.08811000469172009,0.7032293431948062,0.0681304999168171,0.5437676104509326,0.3493293534660309,0.4121249034028829,0.2652695356930095,0.6388773802576385,0.4517713947560518,1.592355507386282,,-4.84737264243,2.204760469502352,HD_number_match,K,**,GAIA,G9V,G9V,0,0,0,0,0.0
Gaia DR3 602079652404802688,602079652404802688,602079652404802688,HD 73667,GJ 315,42499,129.9611370971114,11.52044772882236,7.571793314557076,7.361432552337646,7.800255298614502,6.745133399963379,1.055121898651123,54.25133390879819,18.43272649629404,5069.90625,0.82456833,0.3194913,0.78170633,0.5774410842162269,176.4783594149918,188,0.09336016526967338,0.7205013062183475,0.07294971216696143,0.562984895675004,0.3331521763554943,0.3729798718068781,0.2437311604244529,0.5870041761573911,0.4263641530663472,1.726218490132166,,-5.02122380182,1.134405932351998,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 6316161317608434944,6316161317607999232,6316161317608434944,HD 136713,GJ 1191,75253,230.6526362442149,-10.66203222725446,7.945401805791855,7.682665348052979,8.176029205322266,7.033907890319824,1.142121315002441,45.27990050491214,22.08485418141579,4829.2573,0.83102256,0.3267958,0.7602888,0.5893190675221964,181.243564720408,229,0.09231290744391453,0.7225203411469932,0.07485529184548068,0.5858820017527224,0.3772908792184524,0.3653740095774921,0.2506071165122478,0.6035642866150831,0.4652819747817054,1.890936893642949,4.5161,-4.8120649564,2.523319084438677,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 1185619988280226944,1185619988280226944,1185619988280226944,HD 130004,,72146,221.349701547571,13.84531220029897,7.84170073984623,7.596662521362305,8.071759223937988,6.952495098114014,1.119264125823975,53.16069304359237,18.81089095621813,4813.6064,0.8093724,0.268645,0.7238704,0.5346267960564762,158.6883888646906,182,0.09826303751231433,0.7229291500208755,0.08000017399294311,0.5885677794052794,0.3594856971112305,0.3365868557878587,0.2336758628898585,0.5627869130260256,0.4415509964202989,2.133860067751222,4.5336,-4.82734242105,2.38018975236745,HD_number_match,K,PM*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 3642413746280598784,3642413746280598784,3642413746280598784,HD 125455,GJ 544,70016,214.8924391019021,-5.151728184565362,7.558106646809578,7.352909564971924,7.786069869995117,6.750986576080322,1.035083293914795,48.90154186736446,20.44925296450361,5164.16455078125,0.8349151,0.37856498,0.79136956,0.6262692432574212,198.0905374550103,222,0.09042716847874163,0.7313186132657438,0.0704775064775566,0.5699781732711334,0.3497423430798363,0.4059183510128602,0.2596187287717442,0.6252679293541707,0.4487418945774067,1.684629076299404,,-5.2401202001,0.4913607566061732,HD_number_match,G,PM*,GAIA,K1V,K1V,0,0,0,0,0.0
Gaia DR3 3480332916165099904,3480332916165099904,3480332916165099904,HD 102438,GJ 446,57507,176.8144958721623,-30.28752372803208,6.304665088653564,6.304665088653564,6.647039890289307,5.786444187164307,0.860595703125,56.36256241989167,17.74227354232349,5481.9854,0.9539093,0.71086067,0.9036883,0.847419741587433,291.7007777509982,260,0.07393150712161096,0.743427094251552,0.04304174529444024,0.4328114072275911,0.2311014393702442,0.5318593413779369,0.302220817370539,0.7278711577512681,0.3969559689955866,1.292561167675858,4.4248,-5.22146770523,0.5276714649264592,HD_number_match,G,PM*,GAIA,G6V,G6V,0,0,0,0,0.0
Gaia DR3 6791154257817212672,6791154257817212672,6791154257817212672,HD 202940,GJ 9734,105312,319.9371887356909,-26.35444944118818,6.44551420211792,6.44551420211792,6.742599964141846,5.773307800292969,0.969292163848877,54.02880462196225,18.50864565664494,5395.107421875,0.95,0.7046929597854614,0.927,0.846683076861891,291.9192799916574,263,0.07441444819421165,0.7464238425790218,0.04380389231933581,0.4393806635451155,0.236546447969203,0.5258550905350966,0.3045681361722469,0.7335244600905166,0.4018472438386258,1.192571435371058,,-4.85675239425,2.127115271249524,HD_number_match,F,SB*,,G7V,G7V,0,0,0,0,0.0
Gaia DR3 3724242219117947904,3724242219117947904,3724242219117947904,HD 122742,GJ 538,68682,210.8851530689097,10.78538611930014,6.107363700866699,6.107363700866699,6.456031799316406,5.528327465057373,0.9277043342590332,66.14686931896217,15.11787345789519,5303.8096,0.9501379,0.60826194,0.8255467,0.789491007422689,262.8274510460818,198,0.07728955205172885,0.7486756363835673,0.04126127927114847,0.3996829286273005,0.1933450872362927,0.4859319021091867,0.2853467100056526,0.6872314156892895,0.3621689741050911,1.688735779134481,4.4102,-4.97294757373,1.364291042204899,HD_number_match,G,SB*,GAIA,G6V,G6V,0,0,0,0,0.0
Gaia DR3 6017724140678769024,6017724140678769024,6017724140678769024,HD 148704,GJ 629,80925,247.8726500096413,-39.01373140896095,7.272810984759331,7.05654764175415,7.501365661621094,6.442519664764404,1.058845996856689,44.34148890203341,22.55224226253129,4944.8306,0.86,0.6254984,1.0776247,0.8118190944658674,288.0599825910875,271,0.08142220790475199,0.7609002500594342,0.05066790658138214,0.4734976338747952,0.2777460185959419,0.4947775688397693,0.3310907853359502,0.7974018313496456,0.4463317235045516,0.687220078286977,4.343,-4.97536384139,1.351748895195939,HD_number_match,K,SB*,,K1V,K1V,0,0,0,0,0.0
Gaia DR3 6244076338858859776,6244076338858859776,6244076338858859776,HD 144253,GJ 610,78843,241.4200667195948,-20.45159098853404,7.376128236346245,7.051029682159424,7.609967708587646,6.33879566192627,1.271172046661377,55.88087716773176,17.89520942912913,4830.0,0.83041465,0.54946107,1.1176077,0.7641328693643875,267.700439184673,241,0.08697783533337212,0.7749015545370705,0.05615289845959308,0.5002765146007913,0.290290857603151,0.466636978114817,0.3251681864293801,0.7831377943434319,0.4496450068300395,0.5948765459708576,,-4.99074117705,1.274587473877737,HD_number_match,K,SB*,,K3V,K3V,0,0,0,0,0.0
Gaia DR3 6796392812250051712,6796392812250051712,6796392812250051712,HD 194640,GJ 790,100925,306.9342721592136,-30.87016390569721,6.442749977111816,6.442749977111816,6.797461032867432,5.913722991943359,0.8837380409240723,51.79885411022035,19.30544636899007,5472.4863,0.9284583,0.73256046,0.9281633,0.8605855608101826,302.5890054396555,246,0.0795541057171034,0.7953290075625572,0.04694676721103887,0.469342536600202,0.2451809717575737,0.5454944072151002,0.3154824066549801,0.7598104808927749,0.4154738250525969,1.161152405749761,4.4222,-4.88158478821,1.934502305190922,HD_number_match,G,PM*,GAIA,G8V,G8V,0,0,0,0,0.0
Gaia DR3 3786697056556771584,3786697056556771584,3786697056556771584,HD 98281,GJ 423.1,55210,169.5952622804983,-5.067973226795478,7.086581230163574,7.086581230163574,7.459262371063232,6.538774490356445,0.9204878807067871,45.18025536591975,22.13356236924498,5358.703,0.889219,0.54773194,0.8589232,0.7475441538376958,250.3192045584886,225,0.08784576673527472,0.8010315553383045,0.06247951643959542,0.5697265342474077,0.3121043575150971,0.4793787345099261,0.2878416321946055,0.6932402072674881,0.4388165618061486,1.403284516732433,4.4809,-5.11494685486,0.7928448708061566,HD_number_match,G,PM*,GAIA,G8V,G8V,0,0,0,0,0.0
Gaia DR2 6317854874752594048,6317854874752594048,,HD 137763,GJ 586,75718,232.0403966805703,-9.349604909843883,6.876301613345146,6.657213687896729,7.103602409362793,6.095133304595947,1.008469104766846,51.14208604805768,19.55336743714972,5244.0,0.85,0.65326333,0.9792,0.82011370907413,294.2015167550825,230,0.0873397443527359,0.8155759495830396,0.05286439265000129,0.4936461350347986,0.2669625905180278,0.5249311995901519,0.3324313901222732,0.8006305551893786,0.4410614260142852,0.9053254127389276,,-4.96393768596,1.412093458947433,HD_number_match,unknown,SB*,GAIA,G9V,G9V,0,0,0,0,0.0
Gaia DR3 4548462729742343296,4548462729742343296,4548462729742343296,HD 155712,,84195,258.1572372591052,18.35067516728285,7.929346142673492,7.679500102996826,8.15957260131836,7.033559799194336,1.126012802124023,48.04638617956317,20.81321988011153,4965.0,0.8,0.30491877,0.78143907,0.5663801031272113,174.0444791540597,163,0.1088329449143031,0.81934227592367,0.08841126742402841,0.665598905970425,0.375961727274257,0.3655036483823176,0.2479993936074288,0.597283824844318,0.462803250609266,1.676504115133601,,-5.08131281302,0.9016141737606044,HD_number_match,K,PM*,,K2.5V,K2V and K3V,0,0,0,0,0.0
Gaia DR3 5264749303462961280,5264749303461634816,5264749303462961280,HD 43834,GJ 231,29271,92.56235755341913,-74.75398809344104,4.900140285491943,4.900140285491943,5.256069183349609,4.368094921112061,0.8879742622375488,97.9157940060883,10.21285697726989,5495.937,0.9343642,0.840269,0.9727301,0.9208132832812328,333.8431973468576,203,0.07900632956165153,0.8196185222262405,0.02568002291035883,0.2664067872194964,0.1218200679373219,0.5815804665718272,0.3350273486242993,0.8068826834735378,0.3747876887912149,1.015170819471681,4.3686,-4.91105159271,1.728440190206734,HD_number_match,F,PM*,GAIA,G7V,G7V,0,0,0,0,0.0
