source_id,source_id_dr2,source_id_dr3,HD Number,GJ Number,HIP Number,RA,DEC,V_mag,Phot G Mean Mag,Phot BP Mean Mag,Phot RP Mean Mag,BP-RP,Parallax,Distance [pc],T_eff [K],Mass [M_Sun],Luminosity [L_Sun],Radius [R_Sun],HZ_limit [AU],Orbital Period [days],Yearly_Observable_nights,K_σ_RV_total [m/s],HZ Detection Limit [M_Earth],K_σ_photon [m/s],HZ Detection Limit (σ_photon) [M_Earth],σ_photon [m/s],σ_p-mode [m/s],σ_granulation [m/s],σ_supergranulation [m/s],"σ_RV,total [m/s]",Density [Solar unit],logg_gaia,log_rhk,activity_noise_floor [m/s],rhk_source,Gaia Spectral type,Object Type,Stellar Parameter Source,SIMBAD Spectral Type,Readable Spectral Type (experimental),HWO_match,LOPS2_match,TESS_confirmed_match,TESS_candidate_match,sum_score
Gaia DR3 5559265690666327168,5559265690666327168,5559265690666327168,HD 53706,GJ 264.1,34069,105.9948808040473,-43.60965371718937,6.653335094451904,6.653335094451904,7.047281742095947,6.082799434661865,0.964482307434082,58.61789381185407,17.05963716829713,5192.068,0.8178085,0.49902856,0.8730607,0.7182563907854935,245.8310301319203,257,0.0747225403566776,0.640505971607091,0.04386579706730302,0.3760084284714976,0.2341898593227231,0.4679628778433395,0.3034932577602842,0.7309357138851291,0.3989272368063396,1.228904974522254,4.461,-5.0157464576,1.158406218943119,HD_number_match,G,PM*,GAIA,K0.5V,K0.5V,0,1,0,0,1.0
Gaia DR3 3684934540986187776,3684934540986187776,3684934540986187776,HD 114783,GJ 3769,64457,198.1818244041562,-2.264990588677121,7.552055346155167,7.330857276916504,7.780782222747803,6.715017795562744,1.065764427185059,47.55293453509341,21.02919640557648,4989.4634,0.8133339,0.4038302,0.81485003,0.6511979459224801,212.8033001264465,237,0.08503508992344527,0.6921418648892038,0.06166002240815226,0.5018808463319079,0.31614443852066,0.4151688976045474,0.2800346390215379,0.6744377792650852,0.4359935288451517,1.503265936415298,4.4936,-5.0913889783,0.8675495643182446,HD_number_match,K,PM*,GAIA,K1V,K1V,0,0,1,0,1.0
Gaia DR3 4383374219923745024,4383374219923745024,4383374219923745024,HD 149806,,81375,249.2855316509469,0.2546902697359427,6.884097099304199,6.884097099304199,7.291929721832275,6.306972026824951,0.9849576950073242,49.20360401812414,20.32371449115089,5251.2363,0.8735227,0.54605573,0.8664572,0.7495910528051573,253.5962085829262,218,0.08433737186306496,0.7632650095715878,0.05470089816879632,0.4950507781078424,0.2689615734578384,0.4770004173179468,0.2955436692889047,0.711789858167272,0.414682628566571,1.342866533386068,4.4541,-4.8957603455,1.832474021463323,HD_number_match,G,PM*,GAIA,K0V,K0V,0,0,1,0,1.0
Gaia DR3 6029992663310612096,6029992663310612096,6029992663310612096,HD 154088,GJ 652,83541,256.1164346070391,-28.5838715417241,6.380115509033203,6.380115509033203,6.777419090270996,5.814102172851562,0.9633169174194336,54.72597918734041,18.27285714846244,5421.711,0.88,0.6974737,0.9731488,0.8414376510894896,300.4933313145099,245,0.0799166017065287,0.769122134591136,0.04461272587464817,0.4293555309151173,0.2325186367763731,0.5431756460836764,0.326303112604348,0.7858711600861474,0.4165201502551983,0.9548714706172144,4.4155,-5.03580189868,1.072923723684726,HD_number_match,G,PM*,,K0IV-V,K0V and K0V,0,0,1,0,1.0
Gaia DR3 6718894388002453120,6718894388002453120,6718894388002453120,HD 177565,GJ 744,93858,286.7175457009758,-37.8122904372201,5.980798244476318,5.980798244476318,6.326191902160645,5.45892333984375,0.8672685623168945,58.98601112979235,16.95317213092454,5571.85791015625,0.9714971,0.8506513,0.95533544,0.9236519996902225,328.9160534972021,246,0.07661013170230752,0.8116469219351619,0.03971889893400741,0.4208023318340006,0.2074179672356543,0.5792903038327308,0.3219900212988197,0.7754834747196798,0.4000694433586893,1.114227419076153,,-5.23774879887,0.4958347880817718,HD_number_match,,PM*,GAIA,G6V,G6V,0,0,1,0,1.0
Gaia DR3 4764556724971292544,4764556724971292544,4764556724971292544,HD 32778,GJ 186.1,23437,75.57063491821373,-56.07734659808622,6.856906890869141,6.856906890869141,7.177167415618896,6.358866691589355,0.818300724029541,44.81065066764761,22.31612317832242,5597.025,0.94100416,0.68942183,0.910614,0.830679761860284,285.0348323402885,268,0.08215975102157097,0.8124145566944491,0.05759845074968472,0.5695467579959742,0.313987124584481,0.5337637578692428,0.2985936044786886,0.7191353477234482,0.447878434993864,1.246202374584294,4.4546,-4.81306797714,2.513663609940659,HD_number_match,G,SB*,GAIA,G7VFe-1.4CH-1.2,G7V,0,1,0,0,1.0
Gaia DR3 2966316109264052096,2966316109264052096,2966316109264052096,HD 39855,,27922,88.6260867669922,-19.7044505776955,7.336068630218506,7.336068630218506,7.689274787902832,6.802934169769287,0.8863406181335449,42.97592388775852,23.26884240142758,5606.0,0.8,0.48537433,0.80016613,0.6967420611837954,237.46866610002,240,0.09760368965244652,0.8149917991897823,0.07618461618087116,0.6361423183173164,0.3930581540800506,0.4873484044735777,0.2944625176951783,0.7091860035781773,0.5035652604078535,1.561526986176187,,-4.90714023932,1.754475074799812,HD_number_match,G,PM*,GAIA,G8VFe-0.7,G8V,0,0,1,0,1.0
Gaia DR3 3023711269067191296,3023711269067191296,3023711269067191296,HD 38858,GJ 1085,27435,87.1458581131804,-4.095664047742017,5.805881023406982,5.805881023406982,6.129700660705566,5.313390254974365,0.8163104057312012,65.74459508507027,15.21037582946627,5647.247,0.99178565,0.8201384,0.9333763,0.9041765172141951,315.2928977736109,223,0.07710456629343317,0.8166230157253119,0.03977793882812806,0.4212925631608083,0.1977848834263921,0.5684962285406479,0.3076206702579815,0.7408762088495529,0.3833812938845748,1.219684522050477,4.4267,-5.18342676277,0.6102553195268734,HD_number_match,G,PM*,GAIA,G2V,G2V,1,0,0,0,1.0
Gaia DR3 5461620846141553024,5461620846141553024,5461620846141553024,HD 90156,GJ 3597,50921,155.9801081759573,-29.64508920127813,6.755009651184082,6.755009651184082,7.09428071975708,6.24242115020752,0.8518595695495605,45.56275018557557,21.94775328370288,5533.7476,0.96215695,0.7151665,0.90412027,0.8482114907834004,290.8549969849151,243,0.08334101461094176,0.8420537516597376,0.05610539634442548,0.5668728620682933,0.2912291469413502,0.5341625188421676,0.2991273610677254,0.7204208515805276,0.4326024620051138,1.301869052062761,4.4271,-4.9043304972,1.773419071721555,HD_number_match,G,PM*,GAIA,G5V,G5V,0,0,1,0,1.0
Gaia DR3 4796263719738968832,4796263719738968832,4796263719738968832,HD 37706,GJ 3360,,84.53831431254288,-46.10809921744259,7.358860015869141,7.358860015869141,7.714540004730225,6.828292369842529,0.8862476348876953,39.24855351822615,25.47864597189862,5473.385,0.9,0.5572919,0.8149415,0.7505817204481811,250.3335068188686,247,0.09219213139085806,0.8474617340763425,0.07146159128164725,0.6568994897259198,0.37401761637344,0.4865162543170624,0.2838435369274024,0.6836111610083385,0.4825176799561592,1.662888793100006,4.5596,-4.82144595438,2.434443590207873,HD_number_match,G,PM*,,G9V,G9V,0,1,0,0,1.0
Gaia DR3 4777123623183866240,4777123623183866240,4777123623183866240,HD 31027,,,72.40540809643494,-53.8804877585799,7.959220886230469,7.959220886230469,8.361394882202148,7.375976085662842,0.9854187965393066,33.92198637279849,29.47940574617659,5229.3237,0.8949698,0.43874875,0.7980381,0.6724950429115675,212.8985500017595,249,0.09871455459398884,0.8565168669122835,0.08298408933130898,0.7200282925852357,0.436116092205252,0.4247010447419107,0.259110465886731,0.624043824748223,0.5187862654181078,1.760911390692329,4.553,-4.98107858629,1.322542225140906,HD_number_match,G,PM*,,,,0,1,0,0,1.0
Gaia DR3 4777373903814124032,4777373903814124032,4777373903814124032,HD 30278,,21960,70.8074140002084,-54.59430996088695,7.422847270965576,7.422847270965576,7.797876358032227,6.87469482421875,0.9231815338134766,36.62918559675795,27.30063428132866,5307.9634,0.8574466,0.6102948,0.9066588,0.7906787363386003,277.2935774398774,246,0.09359034283738571,0.861867699051852,0.06799096795963312,0.6261246335371803,0.3551084559831486,0.5099305756970904,0.3165971092267832,0.7624951399395801,0.488810839693433,1.15047037291071,4.4391,-5.04224087151,1.046839625213801,HD_number_match,G,PM*,GAIA,G9V,G9V,0,1,0,0,1.0
Gaia DR3 4345775217221821312,4345775217221821312,4345775217221821312,HD 146233,GJ 616,79672,243.90633606006,-8.371641161548801,5.327651023864746,5.327651023864746,5.654931545257568,4.837854385375977,0.8170771598815918,70.73714672122247,14.136843884035,5678.4277,1.0083778,1.0749472,1.0235711,1.033846036307976,382.3097953151325,241,0.07723468388013315,0.8819783815879032,0.03111732815188712,0.3553430834951686,0.1608129007425378,0.6427960171258907,0.3454334522713462,0.8319448309958549,0.3991452444783212,0.9403060490214101,4.3571,-4.87293721312,1.999512973022123,HD_number_match,F,PM*,GAIA,G2Va,G2V,1,0,0,0,1.0
Gaia DR3 4900108950849461248,4900108950847893376,4900108950849461248,HD 1581,GJ 17,1599,5.03560954742747,-64.86961713712722,4.07351016998291,4.07351016998291,4.369476795196533,3.600200653076172,0.7692761421203613,116.1825785409811,8.607142418062878,5857.8096,1.0179046,1.2848463,1.0974233,1.122138648220336,430.2882678937304,264,0.07399296251437305,0.88444984452126,0.01795096436073311,0.2145707794139617,0.09707933302501658,0.7085045505948163,0.3683486132056127,0.8871338972699742,0.4001560754670804,0.7701663629538618,4.2769,-5.21666982161,0.5374376606694651,HD_number_match,F,PM*,GAIA,F9.5V,F9.5V,1,0,0,0,1.0
Gaia DR3 5493588665684618752,5493588665684618752,5493588665684618752,HD 59468,GJ 275,36210,111.8540521157134,-51.40260964176078,6.547538757324219,6.547538757324219,6.894357681274414,6.028599739074707,0.865757942199707,44.51215886985845,22.46577172146897,5546.086,0.90981483,0.8963723,1.0121889,0.9491363519944873,354.0459802191396,249,0.08716962903567814,0.9059662152771143,0.05066651547985773,0.5265842218025096,0.2661765845045942,0.6098945450538402,0.3537578249403084,0.8519933201265085,0.457945724301356,0.8773407476518408,4.3551,-5.30938811479,0.3770645722592777,HD_number_match,G,PM*,GAIA,G6.5V,G6.5V,0,1,0,0,1.0
Gaia DR3 5505483938387762816,5505483938387762816,5505483938387762816,HD 55720,,34739,107.8818996050268,-49.42057106939081,7.323100090026855,7.323100090026855,7.677492618560791,6.792271137237549,0.8852214813232422,36.20364563080764,27.62152768253388,5484.863,0.8804658,0.6830096,0.92972416,0.8305569939079352,294.605721272518,249,0.0956719305232544,0.9150219206759523,0.07039645560660064,0.6732831632604543,0.3698905582805672,0.5412852057609524,0.3208678270671023,0.7727807726961441,0.5026978061336952,1.095595250767439,4.4477,-4.9025781473,1.785337287437549,HIP_number_match,G,PM*,GAIA,G8V,G8V,0,1,0,0,1.0
Gaia DR3 4866887138297037184,4866887138297037184,4866887138297037184,HD 31143,,22602,72.93990734051125,-35.8403519358471,7.946943759918213,7.946943759918213,8.333453178405762,7.384390354156494,0.9490628242492676,32.79385156892737,30.49352095462656,5445.0,0.89917386,0.46863872,0.7836741,0.6890824694555101,220.3069654302522,250,0.1064643814913968,0.9372765856909063,0.09187681348538755,0.808852546188915,0.4838118955609265,0.4473266388111922,0.2612068860203736,0.6290928606256444,0.5606282179917619,1.868259466654275,,-4.89142948123,1.863060941826355,HIP_number_match,G,SB*,GAIA,K0V,K0V,0,1,0,0,1.0
